fecha,letra,share_mujer
2010-02-01,A,.12223853
2010-02-01,B,.085883312
2010-02-01,C,.18486884
2010-02-01,D,.16387235
2010-02-01,E,.10328059
2010-02-01,F,.049778033
2010-02-01,G,.35176918
2010-02-01,H,.090377778
2010-02-01,I,.43946189
2010-02-01,J,.3345373
2010-02-01,K,.4767856
2010-02-01,L,.34829354
2010-02-01,M,.432776
2010-02-01,N,.33163774
2010-02-01,O,.31594408
2010-02-01,P,.73915005
2010-02-01,Q,.73218769
2010-02-01,R,.3984403
2010-02-01,S,.46934414
2010-02-01,U,.54538906
2010-02-01,Z,.21538462
2010-03-01,A,.12117524
2010-03-01,B,.085788183
2010-03-01,C,.1841303
2010-03-01,D,.16375601
2010-03-01,E,.10378865
2010-03-01,F,.048987154
2010-03-01,G,.34883758
2010-03-01,H,.089943267
2010-03-01,I,.43568653
2010-03-01,J,.33370718
2010-03-01,K,.47650361
2010-03-01,L,.34576967
2010-03-01,M,.43320575
2010-03-01,N,.33216566
2010-03-01,O,.31716216
2010-03-01,P,.73781002
2010-03-01,Q,.7325902
2010-03-01,R,.39690992
2010-03-01,S,.47031769
2010-03-01,U,.54780734
2010-03-01,Z,.2029703
2010-04-01,A,.11515417
2010-04-01,B,.085543245
2010-04-01,C,.18275252
2010-04-01,D,.16384158
2010-04-01,E,.10332139
2010-04-01,F,.049506892
2010-04-01,G,.34819856
2010-04-01,H,.089666866
2010-04-01,I,.43485644
2010-04-01,J,.33479428
2010-04-01,K,.47736052
2010-04-01,L,.34509698
2010-04-01,M,.43361986
2010-04-01,N,.33138239
2010-04-01,O,.31655335
2010-04-01,P,.73926789
2010-04-01,Q,.73206598
2010-04-01,R,.39985684
2010-04-01,S,.47124204
2010-04-01,U,.54827088
2010-04-01,Z,.23943663
2010-05-01,A,.1068967
2010-05-01,B,.085014485
2010-05-01,C,.18098754
2010-05-01,D,.16390198
2010-05-01,E,.10356693
2010-05-01,F,.049646303
2010-05-01,G,.34887153
2010-05-01,H,.08907444
2010-05-01,I,.43287864
2010-05-01,J,.3329581
2010-05-01,K,.47849467
2010-05-01,L,.3466444
2010-05-01,M,.43539038
2010-05-01,N,.33368185
2010-05-01,O,.32041359
2010-05-01,P,.73896718
2010-05-01,Q,.73168814
2010-05-01,R,.39917338
2010-05-01,S,.4724147
2010-05-01,U,.54838711
2010-05-01,Z,.21621622
2010-06-01,A,.10555483
2010-06-01,B,.085861422
2010-06-01,C,.18152992
2010-06-01,D,.16447562
2010-06-01,E,.10459485
2010-06-01,F,.049675971
